name,year,revenue_index,land_area,primary_revenue_source
Flines-l’Abbaye,1300,44.0,,
Flines-l’Abbaye,1400,65.0,,
Flines-l’Abbaye,1500,85.9,,
Flines-l’Abbaye,1600,91.2,,
Flines-l’Abbaye,1700,64.4,,
Blesle,900,31.9,,
Blesle,1000,44.8,,
Blesle,1100,57.7,,
Blesle,1200,70.6,,
Blesle,1300,83.5,,
Blesle,1400,96.4,,
Blesle,1500,88.1,,
Blesle,1600,71.6,,
Blesle,1700,55.0,,
"S. Maria Magdalena (Barcelona, Spain)",1400,37.1,,
"S. Maria Magdalena (Barcelona, Spain)",1500,62.3,,
"S. Maria Magdalena (Barcelona, Spain)",1600,87.5,,
"S. Maria Magdalena (Barcelona, Spain)",1700,83.8,,
"S. Maria Magdalena (Barcelona, Spain)",1800,51.6,,
"Beaupré (Beaumont-en-Bière, France)",1300,44.9,,
"Beaupré (Beaumont-en-Bière, France)",1400,65.7,,
"Beaupré (Beaumont-en-Bière, France)",1500,86.5,,
"Beaupré (Beaumont-en-Bière, France)",1600,90.8,,
"Beaupré (Beaumont-en-Bière, France)",1700,64.2,,
Jouarre Abbey,700,37.0,,Extremely wealthy throughout Middle Ages
Jouarre Abbey,800,47.1,,Extremely wealthy throughout Middle Ages
Jouarre Abbey,900,57.2,,Extremely wealthy throughout Middle Ages
Jouarre Abbey,1000,67.2,,Extremely wealthy throughout Middle Ages
Jouarre Abbey,1100,77.3,,Extremely wealthy throughout Middle Ages
Jouarre Abbey,1200,87.3,,Extremely wealthy throughout Middle Ages
Jouarre Abbey,1300,97.4,,Extremely wealthy throughout Middle Ages
Jouarre Abbey,1400,90.5,,Extremely wealthy throughout Middle Ages
Jouarre Abbey,1500,77.5,,Extremely wealthy throughout Middle Ages
Jouarre Abbey,1600,64.6,,Extremely wealthy throughout Middle Ages
Jouarre Abbey,1700,51.7,,Extremely wealthy throughout Middle Ages
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",1300,45.5,,
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",1400,66.1,,
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",1500,86.8,,
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",1600,90.5,,
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",1700,64.1,,
Beaulieu-les-Sin-le-Noble,1300,45.7,,"145 ; Previously a secular hospital ; Gallia christiana, vol. 3, p. 449 and instr.90-91 ; Augustinian"
Beaulieu-les-Sin-le-Noble,1400,66.3,,"145 ; Previously a secular hospital ; Gallia christiana, vol. 3, p. 449 and instr.90-91 ; Augustinian"
Beaulieu-les-Sin-le-Noble,1500,86.9,,"145 ; Previously a secular hospital ; Gallia christiana, vol. 3, p. 449 and instr.90-91 ; Augustinian"
Beaulieu-les-Sin-le-Noble,1600,90.4,,"145 ; Previously a secular hospital ; Gallia christiana, vol. 3, p. 449 and instr.90-91 ; Augustinian"
Beaulieu-les-Sin-le-Noble,1700,64.0,,"145 ; Previously a secular hospital ; Gallia christiana, vol. 3, p. 449 and instr.90-91 ; Augustinian"
Clermont,1300,33.1,,
Clermont,1400,48.8,,
Clermont,1500,64.5,,
Clermont,1600,80.1,,
Clermont,1700,95.8,,
Clermont,1800,85.4,,
Clermont,1900,65.3,,
Clermont,2000,45.2,,
Douai Abbey,1300,47.1,,
Douai Abbey,1400,67.4,,
Douai Abbey,1500,87.7,,
Douai Abbey,1600,89.7,,
Douai Abbey,1700,63.7,,
Notre-Dame-des-Pres,1300,44.4,,
Notre-Dame-des-Pres,1400,65.3,,
Notre-Dame-des-Pres,1500,86.1,,
Notre-Dame-des-Pres,1600,91.0,,
Notre-Dame-des-Pres,1700,64.3,,
Chamalieres,700,34.4,,
Chamalieres,800,46.8,,
Chamalieres,900,59.3,,
Chamalieres,1000,71.8,,
Chamalieres,1100,84.3,,
Chamalieres,1200,96.8,,
Chamalieres,1300,88.2,,
Chamalieres,1400,72.2,,
Chamalieres,1500,56.2,,
Chamalieres,1600,40.2,,
Marquette-lez-Lille Abbey (Nord),1300,45.3,,
Marquette-lez-Lille Abbey (Nord),1400,66.0,,
Marquette-lez-Lille Abbey (Nord),1500,86.7,,
Marquette-lez-Lille Abbey (Nord),1600,90.6,,
Marquette-lez-Lille Abbey (Nord),1700,64.1,,
Monastère de Royat ,700,47.4,,
Monastère de Royat ,800,97.0,,
Monastère de Royat ,900,40.6,,
Nonenque,1200,42.4,,
Nonenque,1300,60.1,,
Nonenque,1400,77.8,,
Nonenque,1500,95.5,,
Nonenque,1600,83.1,,
Nonenque,1700,60.4,,
"La Merced (Barcelona, Spain)",1300,37.0,,
"La Merced (Barcelona, Spain)",1400,56.9,,
"La Merced (Barcelona, Spain)",1500,76.9,,
"La Merced (Barcelona, Spain)",1600,96.8,,
"La Merced (Barcelona, Spain)",1700,78.6,,
"La Merced (Barcelona, Spain)",1800,53.0,,
la Joie-Ste Clare (Berneuil-sur-Aisne),1300,42.7,,
la Joie-Ste Clare (Berneuil-sur-Aisne),1400,63.9,,
la Joie-Ste Clare (Berneuil-sur-Aisne),1500,85.2,,
la Joie-Ste Clare (Berneuil-sur-Aisne),1600,91.9,,
la Joie-Ste Clare (Berneuil-sur-Aisne),1700,64.7,,
Antwerp (Soeurs Blanches),1500,37.4,,
Antwerp (Soeurs Blanches),1600,74.3,,
Antwerp (Soeurs Blanches),1700,85.7,,
Antwerp,1300,34.7,,
Antwerp,1400,57.3,,
Antwerp,1500,79.9,,
Antwerp,1600,96.9,,
Antwerp,1700,68.0,,
Rozoy-le-Jeune,1200,46.0,,
Rozoy-le-Jeune,1300,63.1,,
Rozoy-le-Jeune,1400,80.1,,
Rozoy-le-Jeune,1500,97.2,,
Rozoy-le-Jeune,1600,81.7,,
Rozoy-le-Jeune,1700,59.9,,
Gerigny Priory,1200,43.6,,
Gerigny Priory,1300,61.1,,
Gerigny Priory,1400,78.6,,
Gerigny Priory,1500,96.0,,
Gerigny Priory,1600,82.7,,
Gerigny Priory,1700,60.4,,
Notre-Dames-des-Fonts,1200,42.5,,
Notre-Dames-des-Fonts,1300,60.2,,
Notre-Dames-des-Fonts,1400,77.8,,
Notre-Dames-des-Fonts,1500,95.5,,
Notre-Dames-des-Fonts,1600,83.2,,
Notre-Dames-des-Fonts,1700,60.6,,
Fonts-les-Alais Abbey,1300,49.6,,
Fonts-les-Alais Abbey,1400,69.4,,
Fonts-les-Alais Abbey,1500,89.2,,
Fonts-les-Alais Abbey,1600,88.4,,
Fonts-les-Alais Abbey,1700,63.1,,
Abbaye-aux-Bois,1300,49.4,,
Abbaye-aux-Bois,1400,69.3,,
Abbaye-aux-Bois,1500,89.1,,
Abbaye-aux-Bois,1600,88.5,,
Abbaye-aux-Bois,1700,63.1,,
Biaches,1300,43.7,,
Biaches,1400,64.7,,
Biaches,1500,85.7,,
Biaches,1600,91.4,,
Biaches,1700,64.5,,
Couvent des Falcontines (Mariëndal),1400,42.1,,
Couvent des Falcontines (Mariëndal),1500,68.5,,
Couvent des Falcontines (Mariëndal),1600,94.9,,
Couvent des Falcontines (Mariëndal),1700,72.7,,
Monchy-le-Perreux,1300,43.1,,
Monchy-le-Perreux,1400,64.2,,
Monchy-le-Perreux,1500,85.4,,
Monchy-le-Perreux,1600,91.7,,
Monchy-le-Perreux,1700,64.6,,
"Brayelle-les-Annay, la",1200,30.8,,
"Brayelle-les-Annay, la",1300,50.4,,
"Brayelle-les-Annay, la",1400,70.0,,
"Brayelle-les-Annay, la",1500,89.6,,
"Brayelle-les-Annay, la",1600,88.2,,
"Brayelle-les-Annay, la",1700,63.1,,
"Le Vivier (Wancourt, Pas-de-Calais)",1300,44.9,,
"Le Vivier (Wancourt, Pas-de-Calais)",1400,65.7,,
"Le Vivier (Wancourt, Pas-de-Calais)",1500,86.5,,
"Le Vivier (Wancourt, Pas-de-Calais)",1600,90.8,,
"Le Vivier (Wancourt, Pas-de-Calais)",1700,64.2,,
Peyreux,1300,40.0,,
Peyreux,1400,61.8,,
Peyreux,1500,83.5,,
Peyreux,1600,93.2,,
Peyreux,1700,65.3,,
Pont-aux-Dames,1300,45.3,,
Pont-aux-Dames,1400,66.0,,
Pont-aux-Dames,1500,86.7,,
Pont-aux-Dames,1600,90.6,,
Pont-aux-Dames,1700,64.1,,
Facons,1200,30.0,,
Facons,1300,63.3,,
Facons,1400,96.7,,
Facons,1500,61.7,,
Avesnes-les-Bapaume,1200,42.7,,
Avesnes-les-Bapaume,1300,60.3,,
Avesnes-les-Bapaume,1400,77.9,,
Avesnes-les-Bapaume,1500,95.6,,
Avesnes-les-Bapaume,1600,83.1,,
Avesnes-les-Bapaume,1700,60.5,,
S. Pere de les Puelles,900,33.0,,"It is not known what properties the house possessed before 985, as the community's archive was destroyed in al-Mansur's raid. To remedy this situation, a judgement regarding the community's rightful properties was rendered in 991. It appears that this new judgement redounded to the community's benefit, leaving them with considerably greater holdings than they had previously had. According to McMillin, in addition to land-holdings, the convent's endowment included mills, ovens, urban buildings, and at least one market (McMillin, 202). In 1201 Ermessenda joined the community as a nuns, bringing with her a country house with land inherited from her father and 460 sous (McMillin, 207). In 1100 Arbert Bernat and his wife, Ermendgarda, donated four vineyards and their daughter, Ermessenda, to the convent. Bernat Guadalguadi and his wife Adalaide donated a farm and their daughter Sicardi in 1107 (McMillin, 208). The richest donation on behalf of a woman entering Sant Pere occurred in 1262 when Bernat MatarÃ³ and his wife Maria gave their daughter Elicsenda with her paternal and maternal inheritances, 6 vineyards, a piece of land, and 200 morabatins (McMillin, 209). In 1227 Guillem Rosanes donated 3 tracts of land to the community. Pere and Gullema Vilafrancha donated a mansum and one day's income per week from a mill on behalf of their daughter, Arsenda. Ferrera and Pere de Vilafranca gave the monastery 8 pieces of land along with annual rents of money and grain in 1216. In 1247 Ferrer de Vilafranca donated to the convent an annual gift of 10 quarts of grain from a mill, when a third Vilafrancha daughter entered the convent (McMillin, 210)."
S. Pere de les Puelles,1000,45.2,,"It is not known what properties the house possessed before 985, as the community's archive was destroyed in al-Mansur's raid. To remedy this situation, a judgement regarding the community's rightful properties was rendered in 991. It appears that this new judgement redounded to the community's benefit, leaving them with considerably greater holdings than they had previously had. According to McMillin, in addition to land-holdings, the convent's endowment included mills, ovens, urban buildings, and at least one market (McMillin, 202). In 1201 Ermessenda joined the community as a nuns, bringing with her a country house with land inherited from her father and 460 sous (McMillin, 207). In 1100 Arbert Bernat and his wife, Ermendgarda, donated four vineyards and their daughter, Ermessenda, to the convent. Bernat Guadalguadi and his wife Adalaide donated a farm and their daughter Sicardi in 1107 (McMillin, 208). The richest donation on behalf of a woman entering Sant Pere occurred in 1262 when Bernat MatarÃ³ and his wife Maria gave their daughter Elicsenda with her paternal and maternal inheritances, 6 vineyards, a piece of land, and 200 morabatins (McMillin, 209). In 1227 Guillem Rosanes donated 3 tracts of land to the community. Pere and Gullema Vilafrancha donated a mansum and one day's income per week from a mill on behalf of their daughter, Arsenda. Ferrera and Pere de Vilafranca gave the monastery 8 pieces of land along with annual rents of money and grain in 1216. In 1247 Ferrer de Vilafranca donated to the convent an annual gift of 10 quarts of grain from a mill, when a third Vilafrancha daughter entered the convent (McMillin, 210)."
S. Pere de les Puelles,1100,57.3,,"It is not known what properties the house possessed before 985, as the community's archive was destroyed in al-Mansur's raid. To remedy this situation, a judgement regarding the community's rightful properties was rendered in 991. It appears that this new judgement redounded to the community's benefit, leaving them with considerably greater holdings than they had previously had. According to McMillin, in addition to land-holdings, the convent's endowment included mills, ovens, urban buildings, and at least one market (McMillin, 202). In 1201 Ermessenda joined the community as a nuns, bringing with her a country house with land inherited from her father and 460 sous (McMillin, 207). In 1100 Arbert Bernat and his wife, Ermendgarda, donated four vineyards and their daughter, Ermessenda, to the convent. Bernat Guadalguadi and his wife Adalaide donated a farm and their daughter Sicardi in 1107 (McMillin, 208). The richest donation on behalf of a woman entering Sant Pere occurred in 1262 when Bernat MatarÃ³ and his wife Maria gave their daughter Elicsenda with her paternal and maternal inheritances, 6 vineyards, a piece of land, and 200 morabatins (McMillin, 209). In 1227 Guillem Rosanes donated 3 tracts of land to the community. Pere and Gullema Vilafrancha donated a mansum and one day's income per week from a mill on behalf of their daughter, Arsenda. Ferrera and Pere de Vilafranca gave the monastery 8 pieces of land along with annual rents of money and grain in 1216. In 1247 Ferrer de Vilafranca donated to the convent an annual gift of 10 quarts of grain from a mill, when a third Vilafrancha daughter entered the convent (McMillin, 210)."
S. Pere de les Puelles,1200,69.5,,"It is not known what properties the house possessed before 985, as the community's archive was destroyed in al-Mansur's raid. To remedy this situation, a judgement regarding the community's rightful properties was rendered in 991. It appears that this new judgement redounded to the community's benefit, leaving them with considerably greater holdings than they had previously had. According to McMillin, in addition to land-holdings, the convent's endowment included mills, ovens, urban buildings, and at least one market (McMillin, 202). In 1201 Ermessenda joined the community as a nuns, bringing with her a country house with land inherited from her father and 460 sous (McMillin, 207). In 1100 Arbert Bernat and his wife, Ermendgarda, donated four vineyards and their daughter, Ermessenda, to the convent. Bernat Guadalguadi and his wife Adalaide donated a farm and their daughter Sicardi in 1107 (McMillin, 208). The richest donation on behalf of a woman entering Sant Pere occurred in 1262 when Bernat MatarÃ³ and his wife Maria gave their daughter Elicsenda with her paternal and maternal inheritances, 6 vineyards, a piece of land, and 200 morabatins (McMillin, 209). In 1227 Guillem Rosanes donated 3 tracts of land to the community. Pere and Gullema Vilafrancha donated a mansum and one day's income per week from a mill on behalf of their daughter, Arsenda. Ferrera and Pere de Vilafranca gave the monastery 8 pieces of land along with annual rents of money and grain in 1216. In 1247 Ferrer de Vilafranca donated to the convent an annual gift of 10 quarts of grain from a mill, when a third Vilafrancha daughter entered the convent (McMillin, 210)."
S. Pere de les Puelles,1300,81.6,,"It is not known what properties the house possessed before 985, as the community's archive was destroyed in al-Mansur's raid. To remedy this situation, a judgement regarding the community's rightful properties was rendered in 991. It appears that this new judgement redounded to the community's benefit, leaving them with considerably greater holdings than they had previously had. According to McMillin, in addition to land-holdings, the convent's endowment included mills, ovens, urban buildings, and at least one market (McMillin, 202). In 1201 Ermessenda joined the community as a nuns, bringing with her a country house with land inherited from her father and 460 sous (McMillin, 207). In 1100 Arbert Bernat and his wife, Ermendgarda, donated four vineyards and their daughter, Ermessenda, to the convent. Bernat Guadalguadi and his wife Adalaide donated a farm and their daughter Sicardi in 1107 (McMillin, 208). The richest donation on behalf of a woman entering Sant Pere occurred in 1262 when Bernat MatarÃ³ and his wife Maria gave their daughter Elicsenda with her paternal and maternal inheritances, 6 vineyards, a piece of land, and 200 morabatins (McMillin, 209). In 1227 Guillem Rosanes donated 3 tracts of land to the community. Pere and Gullema Vilafrancha donated a mansum and one day's income per week from a mill on behalf of their daughter, Arsenda. Ferrera and Pere de Vilafranca gave the monastery 8 pieces of land along with annual rents of money and grain in 1216. In 1247 Ferrer de Vilafranca donated to the convent an annual gift of 10 quarts of grain from a mill, when a third Vilafrancha daughter entered the convent (McMillin, 210)."
S. Pere de les Puelles,1400,93.8,,"It is not known what properties the house possessed before 985, as the community's archive was destroyed in al-Mansur's raid. To remedy this situation, a judgement regarding the community's rightful properties was rendered in 991. It appears that this new judgement redounded to the community's benefit, leaving them with considerably greater holdings than they had previously had. According to McMillin, in addition to land-holdings, the convent's endowment included mills, ovens, urban buildings, and at least one market (McMillin, 202). In 1201 Ermessenda joined the community as a nuns, bringing with her a country house with land inherited from her father and 460 sous (McMillin, 207). In 1100 Arbert Bernat and his wife, Ermendgarda, donated four vineyards and their daughter, Ermessenda, to the convent. Bernat Guadalguadi and his wife Adalaide donated a farm and their daughter Sicardi in 1107 (McMillin, 208). The richest donation on behalf of a woman entering Sant Pere occurred in 1262 when Bernat MatarÃ³ and his wife Maria gave their daughter Elicsenda with her paternal and maternal inheritances, 6 vineyards, a piece of land, and 200 morabatins (McMillin, 209). In 1227 Guillem Rosanes donated 3 tracts of land to the community. Pere and Gullema Vilafrancha donated a mansum and one day's income per week from a mill on behalf of their daughter, Arsenda. Ferrera and Pere de Vilafranca gave the monastery 8 pieces of land along with annual rents of money and grain in 1216. In 1247 Ferrer de Vilafranca donated to the convent an annual gift of 10 quarts of grain from a mill, when a third Vilafrancha daughter entered the convent (McMillin, 210)."
S. Pere de les Puelles,1500,92.4,,"It is not known what properties the house possessed before 985, as the community's archive was destroyed in al-Mansur's raid. To remedy this situation, a judgement regarding the community's rightful properties was rendered in 991. It appears that this new judgement redounded to the community's benefit, leaving them with considerably greater holdings than they had previously had. According to McMillin, in addition to land-holdings, the convent's endowment included mills, ovens, urban buildings, and at least one market (McMillin, 202). In 1201 Ermessenda joined the community as a nuns, bringing with her a country house with land inherited from her father and 460 sous (McMillin, 207). In 1100 Arbert Bernat and his wife, Ermendgarda, donated four vineyards and their daughter, Ermessenda, to the convent. Bernat Guadalguadi and his wife Adalaide donated a farm and their daughter Sicardi in 1107 (McMillin, 208). The richest donation on behalf of a woman entering Sant Pere occurred in 1262 when Bernat MatarÃ³ and his wife Maria gave their daughter Elicsenda with her paternal and maternal inheritances, 6 vineyards, a piece of land, and 200 morabatins (McMillin, 209). In 1227 Guillem Rosanes donated 3 tracts of land to the community. Pere and Gullema Vilafrancha donated a mansum and one day's income per week from a mill on behalf of their daughter, Arsenda. Ferrera and Pere de Vilafranca gave the monastery 8 pieces of land along with annual rents of money and grain in 1216. In 1247 Ferrer de Vilafranca donated to the convent an annual gift of 10 quarts of grain from a mill, when a third Vilafrancha daughter entered the convent (McMillin, 210)."
S. Pere de les Puelles,1600,76.8,,"It is not known what properties the house possessed before 985, as the community's archive was destroyed in al-Mansur's raid. To remedy this situation, a judgement regarding the community's rightful properties was rendered in 991. It appears that this new judgement redounded to the community's benefit, leaving them with considerably greater holdings than they had previously had. According to McMillin, in addition to land-holdings, the convent's endowment included mills, ovens, urban buildings, and at least one market (McMillin, 202). In 1201 Ermessenda joined the community as a nuns, bringing with her a country house with land inherited from her father and 460 sous (McMillin, 207). In 1100 Arbert Bernat and his wife, Ermendgarda, donated four vineyards and their daughter, Ermessenda, to the convent. Bernat Guadalguadi and his wife Adalaide donated a farm and their daughter Sicardi in 1107 (McMillin, 208). The richest donation on behalf of a woman entering Sant Pere occurred in 1262 when Bernat MatarÃ³ and his wife Maria gave their daughter Elicsenda with her paternal and maternal inheritances, 6 vineyards, a piece of land, and 200 morabatins (McMillin, 209). In 1227 Guillem Rosanes donated 3 tracts of land to the community. Pere and Gullema Vilafrancha donated a mansum and one day's income per week from a mill on behalf of their daughter, Arsenda. Ferrera and Pere de Vilafranca gave the monastery 8 pieces of land along with annual rents of money and grain in 1216. In 1247 Ferrer de Vilafranca donated to the convent an annual gift of 10 quarts of grain from a mill, when a third Vilafrancha daughter entered the convent (McMillin, 210)."
S. Pere de les Puelles,1700,61.2,,"It is not known what properties the house possessed before 985, as the community's archive was destroyed in al-Mansur's raid. To remedy this situation, a judgement regarding the community's rightful properties was rendered in 991. It appears that this new judgement redounded to the community's benefit, leaving them with considerably greater holdings than they had previously had. According to McMillin, in addition to land-holdings, the convent's endowment included mills, ovens, urban buildings, and at least one market (McMillin, 202). In 1201 Ermessenda joined the community as a nuns, bringing with her a country house with land inherited from her father and 460 sous (McMillin, 207). In 1100 Arbert Bernat and his wife, Ermendgarda, donated four vineyards and their daughter, Ermessenda, to the convent. Bernat Guadalguadi and his wife Adalaide donated a farm and their daughter Sicardi in 1107 (McMillin, 208). The richest donation on behalf of a woman entering Sant Pere occurred in 1262 when Bernat MatarÃ³ and his wife Maria gave their daughter Elicsenda with her paternal and maternal inheritances, 6 vineyards, a piece of land, and 200 morabatins (McMillin, 209). In 1227 Guillem Rosanes donated 3 tracts of land to the community. Pere and Gullema Vilafrancha donated a mansum and one day's income per week from a mill on behalf of their daughter, Arsenda. Ferrera and Pere de Vilafranca gave the monastery 8 pieces of land along with annual rents of money and grain in 1216. In 1247 Ferrer de Vilafranca donated to the convent an annual gift of 10 quarts of grain from a mill, when a third Vilafrancha daughter entered the convent (McMillin, 210)."
S. Pere de les Puelles,1800,45.6,,"It is not known what properties the house possessed before 985, as the community's archive was destroyed in al-Mansur's raid. To remedy this situation, a judgement regarding the community's rightful properties was rendered in 991. It appears that this new judgement redounded to the community's benefit, leaving them with considerably greater holdings than they had previously had. According to McMillin, in addition to land-holdings, the convent's endowment included mills, ovens, urban buildings, and at least one market (McMillin, 202). In 1201 Ermessenda joined the community as a nuns, bringing with her a country house with land inherited from her father and 460 sous (McMillin, 207). In 1100 Arbert Bernat and his wife, Ermendgarda, donated four vineyards and their daughter, Ermessenda, to the convent. Bernat Guadalguadi and his wife Adalaide donated a farm and their daughter Sicardi in 1107 (McMillin, 208). The richest donation on behalf of a woman entering Sant Pere occurred in 1262 when Bernat MatarÃ³ and his wife Maria gave their daughter Elicsenda with her paternal and maternal inheritances, 6 vineyards, a piece of land, and 200 morabatins (McMillin, 209). In 1227 Guillem Rosanes donated 3 tracts of land to the community. Pere and Gullema Vilafrancha donated a mansum and one day's income per week from a mill on behalf of their daughter, Arsenda. Ferrera and Pere de Vilafranca gave the monastery 8 pieces of land along with annual rents of money and grain in 1216. In 1247 Ferrer de Vilafranca donated to the convent an annual gift of 10 quarts of grain from a mill, when a third Vilafrancha daughter entered the convent (McMillin, 210)."
"Les Ollieux (Montséret, Aude)",1200,30.0,,
"Les Ollieux (Montséret, Aude)",1300,49.8,,
"Les Ollieux (Montséret, Aude)",1400,69.5,,
"Les Ollieux (Montséret, Aude)",1500,89.3,,
"Les Ollieux (Montséret, Aude)",1600,88.4,,
"Les Ollieux (Montséret, Aude)",1700,63.0,,
"Le Parc-aux-Dames (Auger-Saint-Vincent, Oise)",1300,48.9,,
"Le Parc-aux-Dames (Auger-Saint-Vincent, Oise)",1400,68.9,,
"Le Parc-aux-Dames (Auger-Saint-Vincent, Oise)",1500,88.8,,
"Le Parc-aux-Dames (Auger-Saint-Vincent, Oise)",1600,88.8,,
"Le Parc-aux-Dames (Auger-Saint-Vincent, Oise)",1700,63.2,,
Abbey of l’Êule (Le Soler),1200,34.9,,
Abbey of l’Êule (Le Soler),1300,53.9,,
Abbey of l’Êule (Le Soler),1400,72.8,,
Abbey of l’Êule (Le Soler),1500,91.7,,
Abbey of l’Êule (Le Soler),1600,86.3,,
Abbey of l’Êule (Le Soler),1700,62.1,,
"S. Maria de Valldonzella (Barcelona, Spain)",1300,42.3,,
"S. Maria de Valldonzella (Barcelona, Spain)",1400,61.8,,
"S. Maria de Valldonzella (Barcelona, Spain)",1500,81.3,,
"S. Maria de Valldonzella (Barcelona, Spain)",1600,99.0,,
"S. Maria de Valldonzella (Barcelona, Spain)",1700,74.0,,
"S. Maria de Valldonzella (Barcelona, Spain)",1800,49.0,,
Abbaye Notre-Dame de Beaupré-sur-la-Lys,1300,49.1,,
Abbaye Notre-Dame de Beaupré-sur-la-Lys,1400,69.0,,
Abbaye Notre-Dame de Beaupré-sur-la-Lys,1500,88.9,,
Abbaye Notre-Dame de Beaupré-sur-la-Lys,1600,88.7,,
Abbaye Notre-Dame de Beaupré-sur-la-Lys,1700,63.2,,
Abbaye des Dames d'Étrun,1100,32.5,,
Abbaye des Dames d'Étrun,1200,49.0,,
Abbaye des Dames d'Étrun,1300,65.5,,
Abbaye des Dames d'Étrun,1400,82.0,,
Abbaye des Dames d'Étrun,1500,98.5,,
Abbaye des Dames d'Étrun,1600,80.8,,
Abbaye des Dames d'Étrun,1700,59.7,,
la Joie Abbey (St-Pierre-les-Nemours),1300,44.6,,
la Joie Abbey (St-Pierre-les-Nemours),1400,65.4,,
la Joie Abbey (St-Pierre-les-Nemours),1500,86.2,,
la Joie Abbey (St-Pierre-les-Nemours),1600,90.9,,
la Joie Abbey (St-Pierre-les-Nemours),1700,64.3,,
l’Escalche Abbey (Prondines),1200,37.6,,
l’Escalche Abbey (Prondines),1300,56.1,,
l’Escalche Abbey (Prondines),1400,74.6,,
l’Escalche Abbey (Prondines),1500,93.0,,
l’Escalche Abbey (Prondines),1600,85.2,,
l’Escalche Abbey (Prondines),1700,61.5,,
Brasschaat,1500,36.3,,
Brasschaat,1600,73.6,,
Brasschaat,1700,86.1,,
Oost-Eeklo,1300,44.8,,
Oost-Eeklo,1400,65.3,,
Oost-Eeklo,1500,85.8,,
Oost-Eeklo,1600,92.0,,
Oost-Eeklo,1700,65.7,,
"Bethléem (Damme, Belgium)",1300,44.4,,
"Bethléem (Damme, Belgium)",1400,65.0,,
"Bethléem (Damme, Belgium)",1500,85.7,,
"Bethléem (Damme, Belgium)",1600,92.0,,
"Bethléem (Damme, Belgium)",1700,65.6,,
Notre Dame du Lys,1300,42.0,,
Notre Dame du Lys,1400,63.3,,
Notre Dame du Lys,1500,84.7,,
Notre Dame du Lys,1600,92.2,,
Notre Dame du Lys,1700,64.9,,
Charenton,700,48.9,,
Charenton,800,72.6,,
Charenton,900,96.3,,
Charenton,1000,74.5,,
Charenton,1100,44.2,,
"Le Lys (Dammarie-lès-Lys, Seine-et-Marne)",1300,42.0,,
"Le Lys (Dammarie-lès-Lys, Seine-et-Marne)",1400,63.3,,
"Le Lys (Dammarie-lès-Lys, Seine-et-Marne)",1500,84.7,,
"Le Lys (Dammarie-lès-Lys, Seine-et-Marne)",1600,92.2,,
"Le Lys (Dammarie-lès-Lys, Seine-et-Marne)",1700,64.9,,
"Macquincourt Priory (Gouy-en-Artois, Pas-de-Calais)",1200,42.4,,
"Macquincourt Priory (Gouy-en-Artois, Pas-de-Calais)",1300,60.1,,
"Macquincourt Priory (Gouy-en-Artois, Pas-de-Calais)",1400,77.7,,
"Macquincourt Priory (Gouy-en-Artois, Pas-de-Calais)",1500,95.4,,
"Macquincourt Priory (Gouy-en-Artois, Pas-de-Calais)",1600,83.2,,
"Macquincourt Priory (Gouy-en-Artois, Pas-de-Calais)",1700,60.6,,
Chartreuse de Gosnay,1400,48.0,,
Chartreuse de Gosnay,1500,73.3,,
Chartreuse de Gosnay,1600,98.6,,
Chartreuse de Gosnay,1700,69.4,,
Boulancourt,1200,39.1,,
Boulancourt,1300,57.3,,
Boulancourt,1400,75.6,,
Boulancourt,1500,93.8,,
Boulancourt,1600,84.6,,
Boulancourt,1700,61.2,,
Bussieres,1200,37.6,,
Bussieres,1300,56.1,,
Bussieres,1400,74.6,,
Bussieres,1500,93.0,,
Bussieres,1600,85.2,,
Bussieres,1700,61.5,,
Monestir de Pedralbes,1400,42.4,,Extremely wealthy.
Monestir de Pedralbes,1500,59.0,,Extremely wealthy.
Monestir de Pedralbes,1600,75.7,,Extremely wealthy.
Monestir de Pedralbes,1700,92.4,,Extremely wealthy.
Monestir de Pedralbes,1800,88.3,,Extremely wealthy.
Monestir de Pedralbes,1900,66.9,,Extremely wealthy.
Monestir de Pedralbes,2000,45.6,,Extremely wealthy.
Paraclet-des-Champs,1300,46.5,,
Paraclet-des-Champs,1400,67.0,,
Paraclet-des-Champs,1500,87.4,,
Paraclet-des-Champs,1600,90.0,,
Paraclet-des-Champs,1700,63.8,,
Woestine,1300,46.9,,
Woestine,1400,67.3,,
Woestine,1500,87.6,,
Woestine,1600,89.8,,
Woestine,1700,63.7,,
S. Maties de Barcelona,1500,51.1,,
S. Maties de Barcelona,1600,79.6,,
S. Maties de Barcelona,1700,89.6,,
S. Maties de Barcelona,1800,53.1,,
Montmartre Abbey ,1200,41.7,,
Montmartre Abbey ,1300,59.5,,
Montmartre Abbey ,1400,77.3,,
Montmartre Abbey ,1500,95.1,,
Montmartre Abbey ,1600,83.5,,
Montmartre Abbey ,1700,60.7,,
"Clairets, les",1300,49.1,,
"Clairets, les",1400,69.0,,
"Clairets, les",1500,88.9,,
"Clairets, les",1600,88.7,,
"Clairets, les",1700,63.2,,
